S0,m,r,T,corp,omega,alpha,beta,theta,lambda,sigma,V
105.28814103303,1.1135329403223,0.05,0.671350335447457,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.28814103303,1.1135329403223,0.05,0.671350335447457,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,11.9536722325489
105.28814103303,0.84539538875746,0.05,0.977034784992811,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,16.2780321128613
105.28814103303,0.84539538875746,0.05,0.977034784992811,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.28814103303,0.806996108372461,0.05,0.902415940462233,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,20.3210209616039
105.28814103303,0.806996108372461,0.05,0.902415940462233,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.28814103303,0.920385782342366,0.05,0.322355648765633,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,8.3824329769713
105.28814103303,0.920385782342366,0.05,0.322355648765633,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.28814103303,0.997840658215209,0.05,0.305274794004403,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0.227353082375629
105.28814103303,0.997840658215209,0.05,0.305274794004403,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.361649008325,1.07029256620142,0.05,0.140240963982651,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.361649008325,1.07029256620142,0.05,0.140240963982651,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,7.40614068800853
105.361649008325,1.12924413628392,0.05,0.123506183412881,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.361649008325,1.12924413628392,0.05,0.123506183412881,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,13.6173753235301
105.361649008325,1.13866496288405,0.05,0.605048986238531,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.361649008325,1.13866496288405,0.05,0.605048986238531,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,14.609969149142
105.361649008325,0.968073186856309,0.05,0.426915547268577,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,3.36386168039989
105.361649008325,0.968073186856309,0.05,0.426915547268577,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
105.361649008325,0.837243314668743,0.05,0.974490327990809,1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,17.1483127536302
105.361649008325,0.837243314668743,0.05,0.974490327990809,-1,3.60601720402795e-07,1.00653602681063e-06,0.849534524596838,0.25012965864948,0.300206249596249,0.0001,0
